location,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million
Canada,CAN,2021-05-03,14051490,12914613,1136877,226014,249101,37.23,34.22,3.01,6600
Canada,CAN,2021-05-04,14284234,13128106,1156128,232744,245701,37.85,34.78,3.06,6510
Canada,CAN,2021-05-05,14568067,13394105,1173962,283833,248829,38.6,35.49,3.11,6593
Canada,CAN,2021-05-06,14924694,13728528,1196166,356627,256118,39.54,36.37,3.17,6786
Canada,CAN,2021-05-07,15325183,14104164,1221019,400489,272141,40.6,37.37,3.24,7211
Canada,CAN,2021-05-08,15652046,14411049,1240997,326863,285667,41.47,38.18,3.29,7569
Canada,CAN,2021-05-09,15917555,14668624,1248931,265509,298868,42.17,38.87,3.31,7919
Canada,CAN,2021-05-10,16258155,14991030,1267125,340600,315238,43.08,39.72,3.36,8352
Canada,CAN,2021-05-11,16557932,15272541,1285391,299777,324814,43.87,40.47,3.41,8606
Canada,CAN,2021-05-12,16904709,15596419,1308290,346777,333806,44.79,41.32,3.47,8844
Canada,CAN,2021-05-13,17297879,15961692,1336187,393170,339026,45.83,42.29,3.54,8983
Canada,CAN,2021-05-14,17734322,16363943,1370379,436443,344163,46.99,43.36,3.63,9119
Canada,CAN,2021-05-15,18098814,16703298,1395516,364492,349538,47.95,44.26,3.7,9261
Canada,CAN,2021-05-16,18415880,17004917,1410963,317066,356904,48.79,45.06,3.74,9456
Canada,CAN,2021-05-17,18805903,17381262,1424641,390023,363964,49.83,46.05,3.77,9643
Canada,CAN,2021-05-18,19088798,17638053,1450745,282895,361552,50.58,46.73,3.84,9580
Canada,CAN,2021-05-19,19444593,17958575,1486018,355795,362841,51.52,47.58,3.94,9614
Canada,CAN,2021-05-20,19841562,18312021,1529541,396969,363383,52.57,48.52,4.05,9628
Canada,CAN,2021-05-21,20329783,18748185,1581598,488221,370780,53.86,49.67,4.19,9824
Canada,CAN,2021-05-22,20718109,19088516,1629593,388326,374185,54.89,50.58,4.32,9914
Canada,CAN,2021-05-23,21026606,19372979,1653627,308497,372961,55.71,51.33,4.38,9882
Canada,CAN,2021-05-24,21381544,19709001,1672543,354938,367949,56.65,52.22,4.43,9749
Canada,CAN,2021-05-25,21637723,19942129,1695594,256179,364132,57.33,52.84,4.49,9648
Canada,CAN,2021-05-26,21939046,20195328,1743718,301323,356350,58.13,53.51,4.62,9442
Canada,CAN,2021-05-27,22347313,20539206,1808107,408267,357964,59.21,54.42,4.79,9484
Canada,CAN,2021-05-28,22810709,20932071,1878638,463396,354418,60.44,55.46,4.98,9391
Canada,CAN,2021-05-29,23157029,21207890,1949139,346320,348417,61.36,56.19,5.16,9232
Canada,CAN,2021-05-30,23472216,21458697,2013519,315187,349373,62.19,56.86,5.33,9257
Canada,CAN,2021-05-31,23862397,21783824,2078573,390181,354408,63.22,57.72,5.51,9390
Canada,CAN,2021-06-01,24169346,22007819,2161527,306949,361660,64.04,58.31,5.73,9582
Canada,CAN,2021-06-02,24522064,22258278,2263786,352718,369003,64.97,58.97,6.0,9777
Canada,CAN,2021-06-03,24933524,22530589,2402935,411460,369459,66.06,59.7,6.37,9789
Canada,CAN,2021-06-04,25397448,22825634,2571814,463924,369534,67.29,60.48,6.81,9791
Canada,CAN,2021-06-05,25772487,23057551,2714936,375039,373637,68.29,61.09,7.19,9900
Canada,CAN,2021-06-06,26095464,23253261,2842203,322977,374750,69.14,61.61,7.53,9929
Canada,CAN,2021-06-07,26503428,23507511,2995917,407964,377290,70.22,62.28,7.94,9997
Canada,CAN,2021-06-08,26855647,23670710,3184937,352219,383757,71.16,62.72,8.44,10168
Canada,CAN,2021-06-09,27257774,23835779,3421995,402127,390816,72.22,63.15,9.07,10355
Canada,CAN,2021-06-10,27729564,24010935,3718629,471790,399434,73.47,63.62,9.85,10583
Canada,CAN,2021-06-11,28240474,24195150,4045324,510910,406147,74.82,64.11,10.72,10761
Canada,CAN,2021-06-12,28644442,24311588,4332854,403968,410279,75.9,64.41,11.48,10871
Cape Verde,CPV,2021-03-18,0,0,,,,0.0,0.0,,
Cape Verde,CPV,2021-03-19,,,,,364,,,,655
Cape Verde,CPV,2021-03-20,,,,,364,,,,655
Cape Verde,CPV,2021-03-21,,,,,364,,,,655
Cape Verde,CPV,2021-03-22,,,,,364,,,,655
Cape Verde,CPV,2021-03-23,,,,,364,,,,655
Cape Verde,CPV,2021-03-24,2184,2184,,,364,0.39,0.39,,655
Cape Verde,CPV,2021-03-25,,,,,368,,,,662
Cape Verde,CPV,2021-03-26,,,,,372,,,,669
Cape Verde,CPV,2021-03-27,,,,,375,,,,674
Cape Verde,CPV,2021-03-28,,,,,379,,,,682
Cape Verde,CPV,2021-03-29,,,,,383,,,,689
Cape Verde,CPV,2021-03-30,,,,,387,,,,696
Cape Verde,CPV,2021-03-31,,,,,390,,,,701
Cape Verde,CPV,2021-04-01,,,,,390,,,,701
Cape Verde,CPV,2021-04-02,,,,,390,,,,701
Cape Verde,CPV,2021-04-03,,,,,390,,,,701
Cape Verde,CPV,2021-04-04,,,,,390,,,,701
Cape Verde,CPV,2021-04-05,,,,,390,,,,701
Cape Verde,CPV,2021-04-06,,,,,390,,,,701
Cape Verde,CPV,2021-04-07,,,,,390,,,,701
Cape Verde,CPV,2021-04-08,,,,,390,,,,701
Cape Verde,CPV,2021-04-09,,,,,390,,,,701
Cape Verde,CPV,2021-04-10,,,,,390,,,,701
Cape Verde,CPV,2021-04-11,,,,,390,,,,701
Cape Verde,CPV,2021-04-12,,,,,390,,,,701
Cape Verde,CPV,2021-04-13,,,,,390,,,,701
Cape Verde,CPV,2021-04-14,,,,,390,,,,701
Cape Verde,CPV,2021-04-15,,,,,390,,,,701
Cape Verde,CPV,2021-04-16,,,,,390,,,,701
Cape Verde,CPV,2021-04-17,,,,,390,,,,701
Cape Verde,CPV,2021-04-18,,,,,390,,,,701
Cape Verde,CPV,2021-04-19,,,,,390,,,,701
Cape Verde,CPV,2021-04-20,,,,,390,,,,701
Cape Verde,CPV,2021-04-21,,,,,390,,,,701
Cape Verde,CPV,2021-04-22,,,,,390,,,,701
Cape Verde,CPV,2021-04-23,,,,,390,,,,701
Cape Verde,CPV,2021-04-24,,,,,390,,,,701
Cape Verde,CPV,2021-04-25,,,,,390,,,,701
Cape Verde,CPV,2021-04-26,,,,,390,,,,701
Cape Verde,CPV,2021-04-27,,,,,390,,,,701
Cape Verde,CPV,2021-04-28,,,,,390,,,,701
Cape Verde,CPV,2021-04-29,,,,,390,,,,701
Cape Verde,CPV,2021-04-30,,,,,390,,,,701
Cape Verde,CPV,2021-05-01,,,,,390,,,,701
Cape Verde,CPV,2021-05-02,,,,,390,,,,701
Cape Verde,CPV,2021-05-03,,,,,390,,,,701
Cape Verde,CPV,2021-05-04,,,,,390,,,,701
Cape Verde,CPV,2021-05-05,,,,,390,,,,701
Cape Verde,CPV,2021-05-06,,,,,390,,,,701
Cape Verde,CPV,2021-05-07,,,,,390,,,,701
Cape Verde,CPV,2021-05-08,,,,,390,,,,701
Cape Verde,CPV,2021-05-09,,,,,390,,,,701
Cape Verde,CPV,2021-05-10,,,,,390,,,,701
Cape Verde,CPV,2021-05-11,,,,,390,,,,701
Cape Verde,CPV,2021-05-12,21318,18650,2668,,390,3.83,3.35,0.48,701
Cape Verde,CPV,2021-05-13,,,,,364,,,,655
Cape Verde,CPV,2021-05-14,,,,,337,,,,606
Cape Verde,CPV,2021-05-15,,,,,310,,,,558
Cape Verde,CPV,2021-05-16,,,,,283,,,,509
Cape Verde,CPV,2021-05-17,,,,,256,,,,460
Cape Verde,CPV,2021-05-18,22531,19858,2670,,229,4.05,3.57,0.48,412
Cape Verde,CPV,2021-05-19,,,,,245,,,,441
Cape Verde,CPV,2021-05-20,,,,,287,,,,516
Cape Verde,CPV,2021-05-21,24027,21357,2670,,329,4.32,3.84,0.48,592
Cape Verde,CPV,2021-05-22,,,,,310,,,,558
Cape Verde,CPV,2021-05-23,,,,,292,,,,525
Cape Verde,CPV,2021-05-24,,,,,273,,,,491
Cape Verde,CPV,2021-05-25,,,,,254,,,,457
Cape Verde,CPV,2021-05-26,24382,21663,,,193,4.39,3.9,,347
Cape Verde,CPV,2021-05-27,,,,,233,,,,419
Cape Verde,CPV,2021-05-28,,,,,272,,,,489
Cape Verde,CPV,2021-05-29,,,,,372,,,,669
Cape Verde,CPV,2021-05-30,,,,,473,,,,851
Cape Verde,CPV,2021-05-31,,,,,573,,,,1031
Cape Verde,CPV,2021-06-01,,,,,674,,,,1212
Cape Verde,CPV,2021-06-02,,,,,774,,,,1392
Cape Verde,CPV,2021-06-03,,,,,774,,,,1392
Cape Verde,CPV,2021-06-04,,,,,774,,,,1392
Cape Verde,CPV,2021-06-05,,,,,774,,,,1392
Cape Verde,CPV,2021-06-06,,,,,774,,,,1392
Cape Verde,CPV,2021-06-07,,,,,774,,,,1392
Cape Verde,CPV,2021-06-08,34449,31748,2701,,774,6.2,5.71,0.49,1392
Cape Verde,CPV,2021-06-09,,,,,1004,,,,1806
Cape Verde,CPV,2021-06-10,39211,36440,2771,,1233,7.05,6.55,0.5,2218
Cayman Islands,CYM,2020-12-26,0,0,,,,0.0,0.0,,
Cayman Islands,CYM,2020-12-27,,,,,275,,,,4184
Cayman Islands,CYM,2020-12-28,,,,,275,,,,4184
Cayman Islands,CYM,2020-12-29,,,,,275,,,,4184
Cayman Islands,CYM,2020-12-30,,,,,275,,,,4184
Cayman Islands,CYM,2020-12-31,,,,,275,,,,4184
Cayman Islands,CYM,2021-01-01,,,,,275,,,,4184
Cayman Islands,CYM,2021-01-02,,,,,275,,,,4184
Cayman Islands,CYM,2021-01-03,,,,,275,,,,4184
Cayman Islands,CYM,2021-01-04,,,,,275,,,,4184
Cayman Islands,CYM,2021-01-05,,,,,275,,,,4184
Cayman Islands,CYM,2021-01-06,,,,,275,,,,4184
Cayman Islands,CYM,2021-01-07,,,,,275,,,,4184
Cayman Islands,CYM,2021-01-08,,,,,275,,,,4184
Cayman Islands,CYM,2021-01-09,,,,,275,,,,4184
Cayman Islands,CYM,2021-01-10,,,,,275,,,,4184
Cayman Islands,CYM,2021-01-11,,,,,275,,,,4184
Cayman Islands,CYM,2021-01-12,,,,,275,,,,4184
Cayman Islands,CYM,2021-01-13,,,,,275,,,,4184
Cayman Islands,CYM,2021-01-14,,,,,275,,,,4184
Cayman Islands,CYM,2021-01-15,,,,,275,,,,4184
Cayman Islands,CYM,2021-01-16,,,,,275,,,,4184
Cayman Islands,CYM,2021-01-17,,,,,275,,,,4184
Cayman Islands,CYM,2021-01-18,,,,,275,,,,4184
Cayman Islands,CYM,2021-01-19,,,,,275,,,,4184
Cayman Islands,CYM,2021-01-20,,,,,275,,,,4184
Cayman Islands,CYM,2021-01-21,,,,,275,,,,4184
Cayman Islands,CYM,2021-01-22,,,,,275,,,,4184
Cayman Islands,CYM,2021-01-23,,,,,275,,,,4184
Cayman Islands,CYM,2021-01-24,,,,,275,,,,4184
Cayman Islands,CYM,2021-01-25,,,,,275,,,,4184
Cayman Islands,CYM,2021-01-26,,,,,275,,,,4184
Cayman Islands,CYM,2021-01-27,,,,,275,,,,4184
Cayman Islands,CYM,2021-01-28,,,,,275,,,,4184
Cayman Islands,CYM,2021-01-29,,,,,275,,,,4184
Cayman Islands,CYM,2021-01-30,,,,,275,,,,4184
Cayman Islands,CYM,2021-01-31,,,,,275,,,,4184
Cayman Islands,CYM,2021-02-01,,,,,275,,,,4184
Cayman Islands,CYM,2021-02-02,,,,,275,,,,4184
Cayman Islands,CYM,2021-02-03,,,,,275,,,,4184
Cayman Islands,CYM,2021-02-04,11008,7811,3197,,275,16.75,11.89,4.86,4184
Cayman Islands,CYM,2021-02-05,,,,,310,,,,4717
Cayman Islands,CYM,2021-02-06,,,,,345,,,,5250
Cayman Islands,CYM,2021-02-07,,,,,380,,,,5782
Cayman Islands,CYM,2021-02-08,,,,,415,,,,6315
Cayman Islands,CYM,2021-02-09,13609,8839,4770,,450,20.71,13.45,7.26,6847
Cayman Islands,CYM,2021-02-10,14086,8912,5174,477,479,21.43,13.56,7.87,7288
Cayman Islands,CYM,2021-02-11,,,,,544,,,,8278
Cayman Islands,CYM,2021-02-12,15543,9172,6371,,574,23.65,13.96,9.69,8734
Cayman Islands,CYM,2021-02-13,,,,,533,,,,8110
Cayman Islands,CYM,2021-02-14,,,,,492,,,,7486
Cayman Islands,CYM,2021-02-15,,,,,452,,,,6878
Cayman Islands,CYM,2021-02-16,,,,,411,,,,6254
Cayman Islands,CYM,2021-02-17,16725,9783,6942,,377,25.45,14.89,10.56,5736
Cayman Islands,CYM,2021-02-18,,,,,313,,,,4763
Cayman Islands,CYM,2021-02-19,17285,10277,7008,,249,26.3,15.64,10.66,3789
Cayman Islands,CYM,2021-02-20,18159,10521,7638,874,340,27.63,16.01,11.62,5173
Cayman Islands,CYM,2021-02-21,,,,,391,,,,5949
Cayman Islands,CYM,2021-02-22,,,,,442,,,,6726
Cayman Islands,CYM,2021-02-23,19938,12245,7693,,493,30.34,18.63,11.71,7502
Cayman Islands,CYM,2021-02-24,20468,12710,7758,530,535,31.14,19.34,11.8,8141
Cayman Islands,CYM,2021-02-25,21106,,,638,586,32.12,,,8917
Cayman Islands,CYM,2021-02-26,,,,,615,,,,9358
Cayman Islands,CYM,2021-02-27,,,,,559,,,,8506
Cayman Islands,CYM,2021-02-28,,,,,544,,,,8278
Cayman Islands,CYM,2021-03-01,,,,,528,,,,8034
Cayman Islands,CYM,2021-03-02,,,,,512,,,,7791
Cayman Islands,CYM,2021-03-03,24008,,,,506,36.53,,,7699
Cayman Islands,CYM,2021-03-04,,,,,598,,,,9099
Cayman Islands,CYM,2021-03-05,26580,17702,8878,,713,40.44,26.94,13.51,10849
Cayman Islands,CYM,2021-03-06,,,,,754,,,,11473
Cayman Islands,CYM,2021-03-07,,,,,795,,,,12097
Cayman Islands,CYM,2021-03-08,,,,,836,,,,12721
Cayman Islands,CYM,2021-03-09,,,,,877,,,,13344
Cayman Islands,CYM,2021-03-10,,,,,918,,,,13968
Cayman Islands,CYM,2021-03-11,,,,,845,,,,12858
Cayman Islands,CYM,2021-03-12,31980,21864,10116,,771,48.66,33.27,15.39,11732
Cayman Islands,CYM,2021-03-13,,,,,804,,,,12234
Cayman Islands,CYM,2021-03-14,,,,,837,,,,12736
Cayman Islands,CYM,2021-03-15,,,,,870,,,,13238
Cayman Islands,CYM,2021-03-16,35984,24366,11648,,903,54.75,37.08,17.72,13740
Cayman Islands,CYM,2021-03-17,,,,,958,,,,14577
Cayman Islands,CYM,2021-03-18,38304,25957,12347,,1014,58.28,39.5,18.79,15429
Cayman Islands,CYM,2021-03-19,39145,26321,12824,841,1024,59.56,40.05,19.51,15581
Cayman Islands,CYM,2021-03-20,,,,,976,,,,14851
Cayman Islands,CYM,2021-03-21,,,,,929,,,,14136
Cayman Islands,CYM,2021-03-22,41155,27611,13544,,882,62.62,42.01,20.61,13421
Cayman Islands,CYM,2021-03-23,,,,,872,,,,13268
Cayman Islands,CYM,2021-03-24,43023,28248,14775,,840,65.46,42.98,22.48,12781
Cayman Islands,CYM,2021-03-25,44061,28605,15456,1038,822,67.04,43.53,23.52,12508
Cayman Islands,CYM,2021-03-26,,,,,829,,,,12614
Cayman Islands,CYM,2021-03-27,,,,,860,,,,13086
Cayman Islands,CYM,2021-03-28,,,,,890,,,,13542
Cayman Islands,CYM,2021-03-29,47602,29644,17958,,921,72.43,45.11,27.33,14014
Cayman Islands,CYM,2021-03-30,,,,,928,,,,14121
Cayman Islands,CYM,2021-03-31,49561,30476,19085,,934,75.41,46.37,29.04,14212
Cayman Islands,CYM,2021-04-01,50763,30607,20156,1202,957,77.24,46.57,30.67,14562
Cayman Islands,CYM,2021-04-02,,,,,896,,,,13634
Cayman Islands,CYM,2021-04-03,,,,,834,,,,12690
Cayman Islands,CYM,2021-04-04,,,,,772,,,,11747
Cayman Islands,CYM,2021-04-05,,,,,710,,,,10803
Cayman Islands,CYM,2021-04-06,,,,,634,,,,9647
Cayman Islands,CYM,2021-04-07,53474,31302,22172,,559,81.37,47.63,33.74,8506
Cayman Islands,CYM,2021-04-08,55053,31459,23594,1579,613,83.77,47.87,35.9,9327
Cayman Islands,CYM,2021-04-09,56214,31661,24553,1161,714,85.54,48.18,37.36,10864
Cayman Islands,CYM,2021-04-10,,,,,766,,,,11656
Cayman Islands,CYM,2021-04-11,,,,,818,,,,12447
Cayman Islands,CYM,2021-04-12,,,,,870,,,,13238
Cayman Islands,CYM,2021-04-13,59473,32969,26504,,922,90.49,50.17,40.33,14029
Cayman Islands,CYM,2021-04-14,,,,,940,,,,14303
Cayman Islands,CYM,2021-04-15,60637,33544,27093,,798,92.27,51.04,41.22,12142
Cayman Islands,CYM,2021-04-16,61114,33808,27306,477,700,92.99,51.44,41.55,10651
Cayman Islands,CYM,2021-04-17,,,,,663,,,,10088
Cayman Islands,CYM,2021-04-18,,,,,627,,,,9540
Cayman Islands,CYM,2021-04-19,,,,,590,,,,8977
Cayman Islands,CYM,2021-04-20,63350,34614,28736,,554,96.39,52.67,43.72,8430
Cayman Islands,CYM,2021-04-21,63774,34786,28988,424,531,97.04,52.93,44.11,8080
Cayman Islands,CYM,2021-04-22,,,,,479,,,,7288
Cayman Islands,CYM,2021-04-23,,,,,441,,,,6710
Cayman Islands,CYM,2021-04-24,,,,,392,,,,5965
Cayman Islands,CYM,2021-04-25,,,,,342,,,,5204
Cayman Islands,CYM,2021-04-26,,,,,293,,,,4458
Cayman Islands,CYM,2021-04-27,,,,,243,,,,3698
Cayman Islands,CYM,2021-04-28,,,,,213,,,,3241
Cayman Islands,CYM,2021-04-29,,,,,213,,,,3241
Cayman Islands,CYM,2021-04-30,65694,35774,29920,,213,99.96,54.43,45.53,3241
Cayman Islands,CYM,2021-05-01,,,,,294,,,,4474
Cayman Islands,CYM,2021-05-02,,,,,374,,,,5691
Cayman Islands,CYM,2021-05-03,,,,,454,,,,6908
Cayman Islands,CYM,2021-05-04,,,,,535,,,,8141
Cayman Islands,CYM,2021-05-05,69573,37062,,,615,105.86,56.39,,9358
Cayman Islands,CYM,2021-05-06,,,,,599,,,,9114
Cayman Islands,CYM,2021-05-07,69772,37470,32302,,583,106.17,57.01,49.15,8871
Cayman Islands,CYM,2021-05-08,,,,,555,,,,8445
Cayman Islands,CYM,2021-05-09,,,,,527,,,,8019
Cayman Islands,CYM,2021-05-10,,,,,499,,,,7593
Cayman Islands,CYM,2021-05-11,,,,,471,,,,7167
Cayman Islands,CYM,2021-05-12,,,,,443,,,,6741
Cayman Islands,CYM,2021-05-13,73258,39493,33666,,512,111.47,60.09,51.23,7791
Cayman Islands,CYM,2021-05-14,73721,39792,33921,463,564,112.17,60.55,51.61,8582
Cayman Islands,CYM,2021-05-15,,,,,526,,,,8004
Cayman Islands,CYM,2021-05-16,,,,,487,,,,7410
Cayman Islands,CYM,2021-05-17,,,,,449,,,,6832
Cayman Islands,CYM,2021-05-18,,,,,411,,,,6254
Cayman Islands,CYM,2021-05-19,75284,40778,34305,,372,114.55,62.05,52.2,5660
Cayman Islands,CYM,2021-05-20,,,,,369,,,,5615
Cayman Islands,CYM,2021-05-21,,,,,382,,,,5813
Cayman Islands,CYM,2021-05-22,,,,,417,,,,6345
Cayman Islands,CYM,2021-05-23,,,,,452,,,,6878
Cayman Islands,CYM,2021-05-24,,,,,487,,,,7410
Cayman Islands,CYM,2021-05-25,78622,42521,36101,,522,119.63,64.7,54.93,7943
Cayman Islands,CYM,2021-05-26,79344,42790,36554,722,580,120.73,65.11,55.62,8825
Cayman Islands,CYM,2021-05-27,,,,,556,,,,8460
Cayman Islands,CYM,2021-05-28,80120,43235,36885,,532,121.91,65.79,56.12,8095
Cayman Islands,CYM,2021-05-29,,,,,541,,,,8232
Cayman Islands,CYM,2021-05-30,,,,,550,,,,8369
Cayman Islands,CYM,2021-05-31,,,,,559,,,,8506
Cayman Islands,CYM,2021-06-01,,,,,568,,,,8643
Cayman Islands,CYM,2021-06-02,83221,44691,38530,,554,126.63,68.0,58.63,8430
Cayman Islands,CYM,2021-06-03,83970,45195,38775,749,605,127.77,68.77,59.0,9206
Cayman Islands,CYM,2021-06-04,,,,,613,,,,9327
Cayman Islands,CYM,2021-06-05,84856,45766,39090,,588,129.12,69.64,59.48,8947
Cayman Islands,CYM,2021-06-06,,,,,588,,,,8947
Cayman Islands,CYM,2021-06-07,,,,,587,,,,8932
Cayman Islands,CYM,2021-06-08,86711,46928,39090,,587,131.94,71.41,59.48,8932
Central African Republic,CAF,2021-05-12,667,667,,,,0.01,0.01,,
Central African Republic,CAF,2021-05-13,,,,,934,,,,193
Central African Republic,CAF,2021-05-14,,,,,934,,,,193
Central African Republic,CAF,2021-05-15,,,,,934,,,,193
Central African Republic,CAF,2021-05-16,,,,,934,,,,193
Central African Republic,CAF,2021-05-17,,,,,934,,,,193
Central African Republic,CAF,2021-05-18,,,,,934,,,,193
Central African Republic,CAF,2021-05-19,,,,,934,,,,193
Central African Republic,CAF,2021-05-20,,,,,934,,,,193
Central African Republic,CAF,2021-05-21,,,,,934,,,,193
Central African Republic,CAF,2021-05-22,,,,,934,,,,193
Central African Republic,CAF,2021-05-23,,,,,934,,,,193
Central African Republic,CAF,2021-05-24,,,,,934,,,,193
Central African Republic,CAF,2021-05-25,,,,,934,,,,193
Central African Republic,CAF,2021-05-26,,,,,934,,,,193
Central African Republic,CAF,2021-05-27,,,,,934,,,,193
Central African Republic,CAF,2021-05-28,,,,,934,,,,193
Central African Republic,CAF,2021-05-29,,,,,934,,,,193
Central African Republic,CAF,2021-05-30,,,,,934,,,,193
Central African Republic,CAF,2021-05-31,18408,17691,717,,934,0.38,0.37,0.01,193
Central African Republic,CAF,2021-06-01,,,,,946,,,,196
Central African Republic,CAF,2021-06-02,,,,,957,,,,198
Central African Republic,CAF,2021-06-03,,,,,969,,,,201
Central African Republic,CAF,2021-06-04,,,,,981,,,,203
Central African Republic,CAF,2021-06-05,,,,,993,,,,206
Central African Republic,CAF,2021-06-06,,,,,1005,,,,208
Central African Republic,CAF,2021-06-07,,,,,1017,,,,211
Central African Republic,CAF,2021-06-08,26541,25551,990,,1017,0.55,0.53,0.02,211
Chad,TCD,2021-06-10,5324,5324,,,,0.03,0.03,,
Chile,CHL,2020-12-24,420,420,,,,0.0,0.0,,
Chile,CHL,2020-12-25,5198,5198,,4778,4778,0.03,0.03,,250
Chile,CHL,2020-12-26,8338,8338,,3140,3959,0.04,0.04,,207
Chile,CHL,2020-12-27,8649,8649,,311,2743,0.05,0.05,,143
Chile,CHL,2020-12-28,8649,8649,,0,2057,0.05,0.05,,108
Chile,CHL,2020-12-29,8649,8649,,0,1646,0.05,0.05,,86
Chile,CHL,2020-12-30,8649,8649,,0,1372,0.05,0.05,,72
Chile,CHL,2020-12-31,8649,8649,,0,1176,0.05,0.05,,62
Chile,CHL,2021-01-01,8649,8649,,0,493,0.05,0.05,,26
Chile,CHL,2021-01-02,8649,8649,,0,44,0.05,0.05,,2
Chile,CHL,2021-01-03,8649,8649,,0,0,0.05,0.05,,0
Chile,CHL,2021-01-04,9054,9054,,405,58,0.05,0.05,,3
Chile,CHL,2021-01-05,10497,10497,,1443,264,0.05,0.05,,14
Chile,CHL,2021-01-06,10702,10702,,205,293,0.06,0.06,,15
Chile,CHL,2021-01-07,10702,10702,,0,293,0.06,0.06,,15
Chile,CHL,2021-01-08,10702,10702,,0,293,0.06,0.06,,15
Chile,CHL,2021-01-09,10702,10702,,0,293,0.06,0.06,,15
Chile,CHL,2021-01-10,10702,10702,,0,293,0.06,0.06,,15
Chile,CHL,2021-01-11,10702,10702,,0,235,0.06,0.06,,12
Chile,CHL,2021-01-12,10702,10702,,0,29,0.06,0.06,,2
Chile,CHL,2021-01-13,11732,10703,1029,1030,147,0.06,0.06,0.01,8
Chile,CHL,2021-01-14,18646,12821,5825,6914,1135,0.1,0.07,0.03,59
Chile,CHL,2021-01-15,22077,13778,8299,3431,1625,0.12,0.07,0.04,85
Chile,CHL,2021-01-16,22167,13801,8366,90,1638,0.12,0.07,0.04,86
Chile,CHL,2021-01-17,22167,13801,8366,0,1638,0.12,0.07,0.04,86
Chile,CHL,2021-01-18,33203,24837,8366,11036,3214,0.17,0.13,0.04,168
Chile,CHL,2021-01-19,52559,44192,8367,19356,5980,0.27,0.23,0.04,313
Chile,CHL,2021-01-20,61862,53495,8367,9303,7161,0.32,0.28,0.04,375
Chile,CHL,2021-01-21,64922,56555,8367,3060,6611,0.34,0.3,0.04,346
Chile,CHL,2021-01-22,65334,56967,8367,412,6180,0.34,0.3,0.04,323
Chile,CHL,2021-01-23,65334,56967,8367,0,6167,0.34,0.3,0.04,323
Chile,CHL,2021-01-24,65334,56967,8367,0,6167,0.34,0.3,0.04,323
Chile,CHL,2021-01-25,66754,56984,9770,1420,4793,0.35,0.3,0.05,251
Chile,CHL,2021-01-26,67370,57005,10365,616,2116,0.35,0.3,0.05,111
Chile,CHL,2021-01-27,67405,57006,10399,35,792,0.35,0.3,0.05,41
Chile,CHL,2021-01-28,67405,57006,10399,0,355,0.35,0.3,0.05,19
Chile,CHL,2021-01-29,67410,57006,10404,5,297,0.35,0.3,0.05,16
Chile,CHL,2021-01-30,67411,57007,10404,1,297,0.35,0.3,0.05,16
Chile,CHL,2021-01-31,67411,57007,10404,0,297,0.35,0.3,0.05,16
Chile,CHL,2021-02-01,67411,57007,10404,0,94,0.35,0.3,0.05,5
Chile,CHL,2021-02-02,80598,70188,10410,13187,1890,0.42,0.37,0.05,99
Chile,CHL,2021-02-03,250960,240550,10410,170362,26222,1.31,1.26,0.05,1372
Chile,CHL,2021-02-04,427093,414575,12518,176133,51384,2.23,2.17,0.07,2688
Chile,CHL,2021-02-05,596441,583253,13188,169348,75576,3.12,3.05,0.07,3954
Chile,CHL,2021-02-06,624296,611103,13193,27855,79555,3.27,3.2,0.07,4162
Chile,CHL,2021-02-07,632932,619737,13195,8636,80789,3.31,3.24,0.07,4226
Chile,CHL,2021-02-08,866169,841206,24963,233237,114108,4.53,4.4,0.13,5969
Chile,CHL,2021-02-09,1128007,1083668,44339,261838,149630,5.9,5.67,0.23,7827
Chile,CHL,2021-02-10,1408769,1356092,52677,280762,165401,7.37,7.09,0.28,8652
Chile,CHL,2021-02-11,1663003,1607442,55561,254234,176559,8.7,8.41,0.29,9236
Chile,CHL,2021-02-12,1892448,1836677,55771,229445,185144,9.9,9.61,0.29,9685
Chile,CHL,2021-02-13,1921997,1866193,55804,29549,185386,10.05,9.76,0.29,9698
Chile,CHL,2021-02-14,1926463,1870659,55804,4466,184790,10.08,9.79,0.29,9667
Chile,CHL,2021-02-15,2192323,2136519,55804,265860,189451,11.47,11.18,0.29,9910
Chile,CHL,2021-02-16,2412344,2356529,55815,220021,183477,12.62,12.33,0.29,9598
Chile,CHL,2021-02-17,2600383,2544568,55815,188039,170231,13.6,13.31,0.29,8905
Chile,CHL,2021-02-18,2755638,2699823,55815,155255,156091,14.42,14.12,0.29,8165
Chile,CHL,2021-02-19,2897756,2841941,55815,142118,143615,15.16,14.87,0.29,7513
Chile,CHL,2021-02-20,2907395,2851580,55815,9639,140771,15.21,14.92,0.29,7364
Chile,CHL,2021-02-21,2908559,2852744,55815,1164,140299,15.22,14.92,0.29,7339
Chile,CHL,2021-02-22,3016695,2960858,55837,108136,117767,15.78,15.49,0.29,6161
Chile,CHL,2021-02-23,3110945,3055068,55877,94250,99800,16.27,15.98,0.29,5221
Chile,CHL,2021-02-24,3197218,3141168,56050,86273,85262,16.73,16.43,0.29,4460
